CustomerID,Age,Gender,Geography,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
CUST00353,31,Female,Germany,766,9,38303.16,1,No,No,18394.72,Yes
CUST00354,37,Female,Germany,767,1,107819.25,1,Yes,No,149466.28,No
CUST00355,34,Female,Germany,595,5,61256.89,1,Yes,Yes,39392.73,Yes
CUST00356,46,Male,Spain,565,2,89808.44,2,Yes,Yes,69756.27,No
CUST00357,46,Female,France,690,5,79632.7,2,Yes,Yes,145709.42,Yes
CUST00358,22,Male,Spain,705,1,139922.19,2,Yes,Yes,63269.84,Yes
CUST00359,49,Male,France,647,1,47110.15,1,Yes,Yes,104138.3,No
CUST00360,31,Female,Germany,626,7,29092.49,2,Yes,No,194338.39,No
CUST00361,21,Female,Germany,476,7,33582.59,1,Yes,No,137692.56,Yes
CUST00362,39,Female,Germany,718,10,163365.69,4,Yes,No,40307.01,No
CUST00363,45,Male,Germany,699,3,168585.26,2,No,Yes,126628.51,No
CUST00364,34,Female,Spain,790,5,135145.18,1,No,Yes,191987.1,No
CUST00365,38,Male,Spain,691,8,84817.9,2,Yes,Yes,83836.8,No
CUST00366,38,Male,France,722,0,83725.01,1,Yes,Yes,113058.81,No
CUST00367,45,Female,Germany,671,9,75948.02,2,Yes,No,163086.29,Yes
CUST00368,30,Male,Germany,743,1,101935.64,2,Yes,No,82175.32,No
CUST00369,45,Female,Spain,577,6,115787.97,1,Yes,Yes,46319.82,Yes
CUST00370,46,Female,Germany,822,1,93889.69,3,No,No,26800.74,No
CUST00371,28,Male,Germany,707,7,12242.93,1,Yes,Yes,113279.13,No
CUST00372,45,Male,Germany,793,4,94809.75,2,No,No,117734.56,Yes
CUST00373,27,Male,Spain,701,8,42507.44,2,No,No,159992.1,No
CUST00374,34,Male,Spain,528,8,65252.88,4,Yes,No,22849.13,No
CUST00375,41,Male,France,727,9,111665.86,3,Yes,No,179072.52,No
CUST00376,39,Male,Spain,695,1,122947.66,1,Yes,Yes,85947.82,Yes
CUST00377,38,Male,Germany,621,4,72919.47,1,Yes,Yes,151830.33,No
CUST00378,27,Female,Spain,704,5,161490.49,2,Yes,Yes,24449.61,No
CUST00379,32,Female,France,675,4,83562.09,2,Yes,Yes,67863.61,No
CUST00380,25,Female,Spain,736,1,69345.15,1,Yes,Yes,84772.43,No
CUST00381,44,Female,Spain,626,4,65953.46,2,No,Yes,40866.2,No
CUST00382,34,Male,Germany,767,10,81062.86,1,Yes,No,24021.2,Yes
CUST00383,33,Male,Spain,667,9,90967.04,1,No,Yes,38382.28,No
CUST00384,44,Male,Spain,643,8,71103.66,1,No,No,113287.94,No
CUST00385,24,Female,France,582,3,0.0,1,Yes,Yes,83007.07,No
CUST00386,38,Female,Spain,706,8,147489.74,3,Yes,Yes,49805.21,Yes
CUST00387,27,Female,Germany,603,6,145445.65,2,Yes,Yes,38171.62,No
CUST00388,35,Female,Germany,674,8,80512.16,1,No,Yes,180791.83,Yes
CUST00389,26,Female,France,622,8,145698.47,1,Yes,Yes,186667.71,Yes
CUST00390,45,Female,Germany,794,5,90037.4,1,Yes,No,95722.04,No
CUST00391,30,Female,Spain,682,9,65379.36,1,Yes,Yes,55535.52,No
CUST00392,41,Female,Spain,747,7,178260.82,2,No,Yes,30201.24,No
CUST00393,41,Male,Spain,608,6,101161.16,1,Yes,Yes,92521.03,No
CUST00394,41,Female,Germany,642,7,55711.73,2,Yes,Yes,132646.68,No
CUST00395,35,Male,France,619,2,21532.1,2,No,Yes,140623.65,No
CUST00396,45,Female,Spain,679,10,82233.57,1,Yes,Yes,157119.18,No
CUST00397,18,Male,France,628,5,126869.67,2,No,Yes,36604.22,No
CUST00398,44,Male,Germany,579,0,64135.54,2,No,Yes,59135.09,Yes
CUST00399,44,Female,Germany,619,10,102637.33,2,Yes,Yes,58123.71,No
CUST00400,23,Male,France,663,7,107028.95,1,No,Yes,106176.21,No
CUST00401,21,Male,Spain,699,9,41470.69,1,No,Yes,118701.6,No
CUST00402,32,Female,France,600,4,64677.0,1,Yes,Yes,26977.62,No
CUST00403,43,Male,Germany,613,8,38580.83,1,Yes,Yes,125383.21,No
CUST00404,39,Male,Germany,652,6,76291.31,3,No,Yes,119102.77,Yes
CUST00405,18,Male,France,720,10,95702.1,1,No,No,148276.1,No
CUST00406,34,Male,France,663,1,152551.17,2,Yes,No,148370.1,No
CUST00407,31,Female,Spain,635,6,106451.05,4,Yes,No,97182.64,No
CUST00408,31,Female,Spain,695,4,26346.51,2,Yes,Yes,80807.05,No
CUST00409,42,Male,Spain,568,9,0.0,1,Yes,No,77866.73,Yes
CUST00410,31,Female,France,599,6,25493.15,2,Yes,No,59882.11,No
CUST00411,40,Female,Spain,603,0,146781.06,2,Yes,Yes,51090.14,No
CUST00412,34,Female,Germany,667,1,87099.02,2,Yes,Yes,191550.47,Yes
CUST00413,28,Male,Germany,700,7,119649.41,1,Yes,No,135638.06,Yes
CUST00414,39,Male,France,714,0,90147.35,1,Yes,Yes,175092.12,Yes
CUST00415,21,Female,Germany,708,2,0.0,1,Yes,No,133377.55,Yes
CUST00416,39,Female,France,556,3,0.0,2,No,Yes,45366.61,Yes
CUST00417,30,Female,Spain,534,7,86006.77,1,Yes,No,181260.02,Yes
CUST00418,35,Male,Germany,515,9,0.0,1,Yes,Yes,153434.77,No
CUST00419,29,Male,Germany,758,7,60047.12,2,No,No,62849.99,No
CUST00420,45,Female,France,734,6,85547.46,1,Yes,No,111754.91,No
CUST00421,36,Female,France,687,4,118018.02,2,Yes,No,157533.63,No
CUST00422,47,Male,Germany,528,7,36017.19,2,No,Yes,149733.6,No
CUST00423,33,Female,France,771,9,99694.87,2,Yes,Yes,64894.25,No
CUST00424,28,Male,France,657,9,107267.68,2,No,Yes,26324.98,Yes
CUST00425,42,Male,France,693,1,86291.95,1,No,Yes,190502.75,Yes
CUST00426,42,Male,France,560,2,113135.62,1,Yes,Yes,123082.09,No
CUST00427,41,Male,Spain,688,9,102999.88,1,Yes,Yes,107389.39,Yes
CUST00428,47,Male,France,739,5,0.0,2,Yes,Yes,43844.99,No
CUST00429,58,Male,Germany,478,2,34139.29,2,Yes,No,33990.81,No
CUST00430,52,Female,France,687,6,124524.91,4,No,Yes,99597.39,No
CUST00431,52,Female,Germany,614,10,146146.29,1,No,No,103779.55,Yes
CUST00432,35,Male,Spain,606,7,62515.29,1,Yes,Yes,160454.29,No
CUST00433,30,Male,France,604,10,26795.14,2,No,Yes,85152.99,Yes
CUST00434,36,Female,Germany,573,5,27207.01,1,Yes,Yes,134816.96,No
CUST00435,46,Female,Germany,665,7,26365.11,1,No,No,78359.77,Yes
CUST00436,62,Female,Spain,611,2,94624.49,2,No,No,199128.32,No
CUST00437,54,Female,Germany,609,8,0.0,2,Yes,No,96869.4,Yes
CUST00438,53,Male,Germany,850,3,113287.54,3,No,Yes,116482.89,Yes
CUST00439,23,Male,France,743,4,83636.8,2,Yes,Yes,185582.95,Yes
CUST00440,44,Male,France,588,5,5460.77,3,Yes,Yes,138103.1,No
CUST00441,31,Female,Spain,611,8,88684.14,1,Yes,Yes,25440.58,No
CUST00442,23,Female,Spain,532,7,65736.26,1,No,No,113279.43,No
CUST00443,43,Male,Spain,682,4,46313.48,1,Yes,No,40628.51,No
CUST00444,38,Male,France,671,5,61929.64,1,Yes,No,113718.95,Yes
CUST00445,19,Male,Spain,656,6,77678.3,1,No,Yes,154242.91,No
CUST00446,37,Male,France,678,7,85747.8,2,Yes,No,136044.24,No
CUST00447,39,Female,Spain,752,7,38389.43,1,No,No,190345.3,No
CUST00448,41,Male,Germany,598,8,23098.99,1,Yes,No,121131.62,No
CUST00449,49,Male,France,672,4,96304.59,1,Yes,Yes,102669.54,Yes
CUST00450,49,Female,Spain,735,6,48475.3,1,Yes,Yes,32261.83,No
CUST00451,18,Female,France,640,8,41245.3,3,Yes,Yes,155561.79,No
CUST00452,32,Female,Germany,784,4,56745.58,2,No,Yes,30308.15,No
CUST00453,35,Female,Spain,709,5,73560.06,4,No,No,86227.48,No
CUST00454,31,Male,France,808,6,24826.81,1,Yes,Yes,71118.43,Yes
CUST00455,44,Female,France,680,5,141925.9,4,No,Yes,96227.17,Yes
CUST00456,28,Female,France,659,9,63573.18,1,Yes,No,66147.06,No
CUST00457,24,Female,France,641,2,59924.46,1,Yes,Yes,56854.81,No
CUST00458,42,Male,France,615,9,61990.46,1,Yes,Yes,48160.36,No
CUST00459,51,Male,Spain,802,3,114981.17,2,Yes,Yes,179281.15,No
CUST00460,43,Male,Germany,543,0,42638.87,2,No,Yes,52743.56,No
CUST00461,47,Male,France,712,2,73473.64,3,Yes,No,124505.25,No
CUST00462,49,Female,France,572,4,27878.35,1,Yes,No,39759.6,No
CUST00463,27,Male,France,697,1,70336.85,1,No,Yes,45229.91,No
CUST00464,39,Female,Germany,692,10,101321.98,3,Yes,Yes,176674.85,No
CUST00465,22,Male,France,662,6,129722.64,3,Yes,No,21416.07,Yes
CUST00466,40,Female,Spain,658,0,180472.41,2,No,Yes,16660.29,No
CUST00467,30,Male,Germany,644,6,59752.71,1,Yes,Yes,96955.61,Yes
CUST00468,42,Female,Spain,597,6,74385.93,1,No,No,144586.98,No
CUST00469,35,Female,France,728,1,105268.75,3,No,Yes,99510.16,Yes
CUST00470,53,Female,France,690,7,44797.77,1,Yes,No,160237.26,No
CUST00471,39,Male,France,650,10,51409.13,2,Yes,Yes,94469.65,Yes
CUST00472,51,Female,Spain,588,9,66953.01,1,Yes,Yes,68456.5,No
CUST00473,37,Female,Germany,477,4,76169.98,1,Yes,Yes,88378.76,No
CUST00474,56,Male,Spain,710,5,63648.17,2,No,Yes,195042.03,No
CUST00475,23,Male,Spain,617,3,147570.59,2,No,No,104595.04,No
CUST00476,34,Female,Spain,590,1,13301.69,1,No,Yes,168697.62,No
CUST00477,37,Male,France,622,4,117737.92,2,No,Yes,159530.54,No
CUST00478,36,Female,France,713,1,44627.19,1,Yes,Yes,152147.46,No
CUST00479,55,Female,Spain,784,4,43531.3,1,No,No,136094.92,No
CUST00480,38,Female,France,767,9,94375.29,2,No,No,73408.46,No
CUST00481,48,Female,France,666,1,29530.67,1,Yes,Yes,93264.04,Yes
CUST00482,39,Female,France,746,10,182155.03,1,Yes,No,126597.86,No
CUST00483,54,Female,France,687,0,114999.38,2,Yes,Yes,150440.52,No
CUST00484,47,Female,Germany,761,10,97759.57,1,Yes,No,55934.67,No
CUST00485,56,Female,Germany,654,9,102547.96,2,Yes,Yes,77231.46,No
CUST00486,45,Female,France,630,3,85441.59,2,Yes,No,33371.45,Yes
CUST00487,42,Female,France,709,1,58271.27,1,Yes,No,72948.14,No
CUST00488,41,Female,Germany,623,0,37863.58,2,Yes,Yes,30062.62,No
CUST00489,56,Female,Spain,599,4,119279.03,3,Yes,Yes,126053.33,Yes
CUST00490,33,Female,Spain,649,4,44178.46,1,No,No,75213.87,Yes
CUST00491,31,Female,France,613,8,86861.43,3,Yes,No,87783.13,No
CUST00492,23,Male,Germany,685,3,58008.04,1,Yes,Yes,129673.75,No
CUST00493,26,Male,Spain,544,2,31536.4,2,Yes,Yes,105185.62,No
CUST00494,39,Male,France,687,8,61502.92,2,No,No,59316.41,No
CUST00495,25,Female,France,594,6,119894.15,1,No,Yes,128044.07,No
CUST00496,32,Male,Germany,578,6,29907.73,1,Yes,No,19550.38,No
CUST00497,60,Female,France,684,5,42793.5,2,Yes,No,44047.45,No
CUST00498,46,Male,Germany,536,4,85479.05,1,No,Yes,79060.68,No
CUST00499,29,Female,Spain,432,7,68211.15,4,Yes,Yes,83244.33,Yes
CUST00500,19,Male,France,748,9,91404.08,3,Yes,Yes,164599.65,Yes
CUST00501,38,Male,Spain,592,1,61058.32,2,Yes,Yes,57523.29,Yes
CUST00502,36,Female,Germany,641,4,107920.44,2,Yes,Yes,176706.65,No
CUST00503,45,Male,Spain,650,6,37882.05,2,Yes,Yes,33007.98,No
CUST00504,22,Female,Germany,530,7,153355.12,2,No,Yes,194616.74,Yes
CUST00505,42,Female,Germany,724,8,34519.45,1,Yes,Yes,121538.63,No
CUST00506,38,Female,Germany,651,0,96063.57,3,Yes,Yes,124083.48,Yes
CUST00507,28,Female,France,650,9,0.0,1,Yes,Yes,55283.88,No
CUST00508,34,Male,Spain,690,9,58661.41,2,No,Yes,157014.11,No
CUST00509,36,Female,Spain,609,4,125801.45,4,No,No,62017.95,Yes
CUST00510,41,Male,Spain,560,0,77842.16,2,Yes,Yes,124825.29,No
CUST00511,48,Female,Spain,671,1,59133.88,2,Yes,Yes,188378.31,Yes
CUST00512,29,Female,Spain,675,5,63917.85,1,Yes,Yes,49288.15,No
CUST00513,41,Female,Germany,619,7,49655.93,1,Yes,Yes,171300.26,No
CUST00514,28,Female,France,651,3,171055.52,3,Yes,Yes,171248.72,No
CUST00515,38,Female,France,599,7,97877.62,1,No,Yes,97948.38,No
CUST00516,48,Female,Germany,607,6,142383.73,2,No,Yes,183179.19,No
CUST00517,56,Male,Spain,610,6,138965.78,2,Yes,No,122269.07,Yes
CUST00518,37,Female,Spain,600,5,131246.26,1,Yes,Yes,38728.68,Yes
CUST00519,60,Male,Germany,699,7,39662.67,1,Yes,No,92158.74,No
CUST00520,50,Female,Germany,673,3,97739.8,1,No,No,113793.61,Yes
CUST00521,45,Male,France,514,1,86318.35,1,Yes,Yes,150571.68,No
CUST00522,37,Male,France,546,0,6976.69,1,No,No,69750.08,Yes
CUST00523,18,Male,Spain,553,8,35260.39,2,Yes,Yes,89266.4,No
CUST00524,32,Female,Germany,732,3,36706.76,2,Yes,Yes,118164.84,No
CUST00525,39,Male,France,578,2,48131.18,3,Yes,Yes,122697.01,No
CUST00526,30,Male,Germany,684,7,118888.76,1,No,No,102959.43,Yes
CUST00527,43,Male,Germany,724,9,40485.63,2,No,Yes,189015.98,No
CUST00528,44,Male,France,686,3,0.0,1,Yes,No,184822.78,No
CUST00529,38,Male,France,748,0,166149.48,2,No,Yes,76342.44,Yes
CUST00530,35,Female,Spain,533,1,111311.62,1,Yes,No,52594.27,No
CUST00531,39,Female,Spain,664,10,58907.95,1,Yes,No,165502.57,No
CUST00532,53,Female,France,665,4,153684.22,2,No,Yes,77351.71,No
CUST00533,26,Male,France,593,10,99478.25,1,No,Yes,138074.29,No
CUST00534,42,Male,Germany,637,2,42165.89,1,No,No,186660.59,Yes
CUST00535,55,Male,Spain,696,5,110674.5,2,No,Yes,75041.3,Yes
CUST00536,35,Female,Germany,585,7,0.0,3,Yes,Yes,43335.25,Yes
CUST00537,44,Female,Spain,645,10,85608.55,4,No,Yes,183423.06,No
CUST00538,49,Male,France,628,9,66989.01,2,No,Yes,174299.28,No
CUST00539,38,Male,Spain,733,9,30393.24,1,No,No,60296.45,No
CUST00540,35,Male,Germany,642,1,128548.37,3,No,Yes,157854.45,Yes
CUST00541,18,Male,Germany,627,9,59226.6,2,Yes,No,140082.29,No
CUST00542,41,Male,France,595,9,97181.45,1,Yes,Yes,62046.88,No
CUST00543,34,Male,Germany,574,2,100273.52,3,No,Yes,192050.15,Yes
CUST00544,48,Female,Germany,653,7,72209.29,2,Yes,Yes,116762.07,Yes
CUST00545,26,Female,France,569,0,50867.44,2,Yes,No,170235.7,Yes
CUST00546,23,Male,Spain,628,4,27250.36,1,Yes,No,158802.17,No
CUST00547,34,Female,Germany,569,2,97605.66,1,Yes,No,105702.71,Yes
CUST00548,43,Male,France,683,7,51813.24,1,Yes,No,103893.48,No
CUST00549,42,Male,France,646,3,47153.94,2,No,No,90069.4,Yes
CUST00550,48,Female,France,683,9,84175.73,3,No,Yes,110262.8,No
CUST00551,36,Male,Germany,584,7,35073.75,2,Yes,Yes,127390.32,No
CUST00552,35,Female,France,635,9,114299.14,2,Yes,Yes,125467.66,No
CUST00553,38,Male,France,733,1,96972.01,1,Yes,Yes,129180.32,Yes
CUST00554,42,Female,Spain,575,3,53969.79,1,Yes,Yes,78651.92,No
CUST00555,27,Male,France,624,5,22049.18,1,Yes,No,172650.68,No
CUST00556,54,Male,Germany,664,0,119273.29,1,Yes,No,33480.93,Yes
CUST00557,47,Male,Spain,541,10,131010.81,2,Yes,Yes,140297.65,No
CUST00558,43,Female,Germany,756,7,62123.11,1,Yes,No,23554.69,No
CUST00559,45,Female,Spain,748,1,53324.61,3,No,Yes,38060.03,Yes
CUST00560,31,Female,Germany,801,4,59106.87,4,No,No,142885.01,Yes
CUST00561,65,Male,Germany,593,8,19826.03,3,Yes,Yes,191950.17,No
CUST00562,44,Male,Germany,646,9,44050.99,1,Yes,Yes,167439.39,No
CUST00563,42,Female,France,497,5,149181.87,3,Yes,No,153225.59,No
CUST00564,32,Male,France,534,1,0.0,1,Yes,No,174517.51,No
CUST00565,37,Female,France,773,2,51811.71,1,Yes,No,71377.93,No
CUST00566,39,Female,Germany,738,0,43305.63,1,Yes,No,135223.46,Yes
CUST00567,47,Male,Spain,542,6,49985.06,4,Yes,No,30955.44,Yes
CUST00568,31,Female,Germany,510,0,171604.45,3,Yes,No,22519.26,Yes
CUST00569,35,Male,France,633,10,49654.51,1,Yes,No,130259.36,Yes
CUST00570,39,Female,Spain,709,6,112725.8,1,Yes,No,166422.82,No
CUST00571,44,Male,Germany,686,6,123696.63,1,No,Yes,191608.57,No
CUST00572,22,Female,France,642,4,102956.2,1,Yes,Yes,79816.49,No
CUST00573,25,Male,France,578,6,0.0,2,Yes,Yes,81081.2,No
CUST00574,45,Female,France,590,10,58988.01,1,Yes,No,96840.5,Yes
CUST00575,43,Male,Spain,538,4,89391.05,2,Yes,Yes,91454.98,Yes
CUST00576,38,Male,Germany,648,4,115567.57,1,Yes,Yes,88833.9,No
CUST00577,38,Female,Spain,782,1,90477.37,1,No,Yes,65482.58,Yes
CUST00578,46,Male,Spain,682,0,0.0,4,No,Yes,67648.29,Yes
CUST00579,61,Male,France,603,9,47153.11,2,Yes,Yes,162612.65,No
CUST00580,35,Male,Germany,648,9,134107.69,2,No,Yes,132958.35,No
CUST00581,35,Male,Germany,732,1,0.0,2,Yes,No,42786.21,No
CUST00582,39,Male,Spain,667,10,146858.27,2,No,No,123359.71,Yes
CUST00583,66,Female,Germany,637,3,18771.01,2,Yes,Yes,145130.05,Yes
CUST00584,46,Male,Germany,618,3,14860.23,1,No,No,27284.01,No
CUST00585,23,Female,Germany,556,8,82306.31,2,Yes,Yes,118274.44,No
CUST00586,43,Male,Spain,687,1,82565.66,1,No,No,104025.69,No
CUST00587,40,Male,Germany,600,4,169171.99,1,Yes,No,23713.79,Yes
CUST00588,46,Female,Spain,713,2,148061.67,1,Yes,Yes,133908.73,No
CUST00589,42,Female,France,577,0,80068.58,2,No,No,127040.1,No
CUST00590,40,Female,Spain,645,3,28249.78,2,Yes,Yes,156493.43,No
CUST00591,18,Female,Spain,621,8,62439.97,2,Yes,Yes,147001.58,No
CUST00592,28,Female,Germany,691,9,2291.34,1,No,Yes,48802.32,No
CUST00593,34,Male,Germany,779,4,89333.51,1,Yes,Yes,17835.0,Yes
CUST00594,24,Female,France,642,7,78964.14,1,Yes,Yes,120201.82,No
CUST00595,33,Female,Germany,582,5,131116.35,1,Yes,No,42509.63,Yes
CUST00596,35,Female,Spain,791,2,88535.79,1,Yes,No,80645.33,No
CUST00597,28,Male,Spain,550,2,23181.17,1,Yes,Yes,57508.53,Yes
CUST00598,31,Female,Germany,617,8,135292.19,1,Yes,Yes,99122.21,No
CUST00599,26,Female,Spain,709,9,7582.4,2,No,Yes,84936.55,Yes
CUST00600,31,Male,Germany,772,7,58820.68,2,Yes,Yes,191057.25,Yes
CUST00601,39,Female,France,559,6,129768.35,1,Yes,No,80243.92,No
CUST00602,41,Female,Spain,621,7,170641.08,1,Yes,Yes,141886.3,Yes
CUST00603,38,Male,Germany,701,5,49080.04,2,Yes,Yes,69070.21,No
CUST00604,56,Male,Spain,544,4,31195.36,1,Yes,No,89317.85,Yes
CUST00605,44,Female,France,742,5,95943.62,1,Yes,Yes,89835.07,Yes
CUST00606,44,Male,Germany,619,1,99629.78,1,Yes,No,130261.08,Yes
CUST00607,31,Female,France,557,9,23862.3,4,Yes,Yes,32105.96,No
CUST00608,46,Female,Spain,768,1,66661.3,2,Yes,No,113636.56,No
CUST00609,18,Male,Germany,619,8,170251.21,2,No,Yes,83642.84,No
CUST00610,49,Female,France,621,8,76947.03,1,No,Yes,15701.25,No
CUST00611,37,Female,Germany,733,6,79639.33,3,No,Yes,177758.84,No
CUST00612,63,Female,France,631,0,45776.57,2,Yes,No,73663.83,Yes
CUST00613,45,Male,France,676,2,90420.62,1,Yes,Yes,35770.43,No
CUST00614,46,Male,Spain,666,7,41409.71,4,No,Yes,67965.67,Yes
CUST00615,26,Male,France,516,0,51254.28,2,Yes,No,80282.45,Yes
CUST00616,34,Female,France,592,10,48012.38,2,Yes,No,113687.13,No
CUST00617,43,Female,France,773,5,66624.3,3,No,Yes,20875.14,Yes
CUST00618,47,Female,Spain,716,5,87095.86,1,Yes,Yes,167454.63,Yes
CUST00619,22,Male,France,653,1,25102.0,3,Yes,No,135321.55,No
CUST00620,24,Male,Spain,642,6,53943.41,2,No,No,52500.71,No
CUST00621,34,Male,France,545,1,54176.28,1,Yes,Yes,19872.69,Yes
CUST00622,38,Male,France,705,8,77126.1,3,Yes,Yes,118326.15,No
CUST00623,28,Male,Germany,567,4,161284.39,1,No,Yes,193820.18,Yes
CUST00624,41,Male,Germany,577,9,122309.69,3,No,Yes,134166.41,No
CUST00625,38,Female,Spain,623,6,38959.37,1,Yes,No,16552.61,No
CUST00626,18,Female,Spain,624,4,33122.8,2,Yes,No,102088.58,No
CUST00627,31,Female,Spain,709,9,90066.56,1,Yes,No,59744.41,Yes
CUST00628,32,Female,Germany,585,4,28333.07,1,Yes,No,142593.86,Yes
CUST00629,45,Female,France,797,2,14415.07,2,Yes,Yes,32478.17,No
CUST00630,38,Female,Germany,723,10,1402.15,2,Yes,Yes,56298.4,No
CUST00631,35,Female,Spain,731,0,143910.63,2,Yes,Yes,26271.92,No
CUST00632,46,Female,France,639,8,108446.82,4,Yes,Yes,105491.86,No
CUST00633,41,Female,France,712,2,17354.32,2,No,No,101302.18,Yes
CUST00634,25,Female,Germany,781,8,87948.04,2,Yes,Yes,35660.31,No
CUST00635,55,Female,Spain,630,6,115247.93,4,Yes,No,93093.62,Yes
CUST00636,45,Male,Germany,601,7,158041.37,2,Yes,Yes,117968.79,No
CUST00637,33,Male,France,621,3,157539.6,2,Yes,No,101791.47,No
CUST00638,61,Male,France,590,5,65486.58,2,Yes,Yes,103169.47,Yes
CUST00639,18,Male,Germany,541,4,131907.17,4,No,No,105435.23,Yes
CUST00640,45,Male,Germany,600,6,83863.1,1,Yes,Yes,174501.3,No
CUST00641,40,Female,Germany,599,2,145011.39,4,Yes,Yes,24041.81,Yes
CUST00642,40,Female,France,560,3,119359.86,2,Yes,Yes,50986.17,No
CUST00643,42,Female,France,578,5,31154.38,1,Yes,Yes,125457.55,No
CUST00644,34,Male,France,666,2,51232.08,2,No,No,15798.99,Yes
CUST00645,48,Female,Spain,735,7,61956.81,2,Yes,No,72830.52,No
CUST00646,20,Male,Germany,613,10,48660.76,2,Yes,Yes,47211.99,Yes
CUST00647,53,Male,Spain,680,5,121391.56,1,No,Yes,100954.39,No
CUST00648,36,Male,France,729,2,80912.41,1,No,No,24713.45,No
CUST00649,36,Male,France,701,3,42358.87,2,Yes,Yes,124221.39,No
CUST00650,50,Female,Germany,566,9,85319.29,1,No,No,165981.14,Yes
CUST00651,23,Female,France,625,6,61436.17,1,No,Yes,69111.39,Yes
CUST00652,28,Female,France,850,10,56428.08,2,Yes,No,32733.25,Yes
CUST00653,48,Female,Spain,534,0,87275.78,2,No,Yes,87967.87,No
CUST00654,29,Female,Spain,730,2,115857.52,2,No,No,123703.07,Yes
CUST00655,44,Female,France,724,1,22200.24,1,Yes,Yes,174665.99,No
CUST00656,41,Male,Spain,672,9,90961.51,1,No,No,39769.88,Yes
CUST00657,49,Female,Germany,850,4,51868.72,4,No,Yes,117812.43,No
CUST00658,45,Male,Spain,697,0,94867.24,1,Yes,No,121709.16,No
CUST00659,27,Male,France,721,5,127118.23,1,Yes,Yes,60191.14,No
CUST00660,41,Female,Spain,712,1,78690.19,3,Yes,No,38726.42,Yes
CUST00661,43,Male,France,550,2,67046.39,1,No,No,47270.21,No
CUST00662,51,Female,France,659,7,61420.41,1,Yes,Yes,27840.7,No
CUST00663,55,Male,Spain,715,1,41547.84,3,Yes,Yes,45361.08,Yes
CUST00664,32,Female,Germany,686,10,70493.75,2,Yes,No,46209.43,No
CUST00665,38,Male,Spain,751,10,29106.41,2,Yes,Yes,72890.09,No
CUST00666,51,Female,France,620,7,40110.49,2,Yes,No,90439.32,No
CUST00667,46,Female,Germany,611,4,3470.9,1,Yes,No,131318.03,Yes
CUST00668,58,Female,Spain,676,1,70399.14,2,Yes,No,181750.76,Yes
CUST00669,41,Female,Germany,780,3,119022.53,3,Yes,Yes,174436.81,Yes
CUST00670,30,Female,Spain,473,6,133847.19,1,Yes,Yes,51666.38,Yes
CUST00671,41,Female,Germany,450,4,3692.12,3,Yes,No,71595.68,Yes
CUST00672,40,Male,Germany,589,1,92095.32,3,Yes,Yes,180308.97,No
CUST00673,34,Male,Spain,687,3,79466.92,2,No,No,113842.76,No
CUST00674,39,Male,France,644,5,157538.93,1,Yes,Yes,39527.03,No
CUST00675,43,Male,Germany,552,4,122477.64,2,Yes,Yes,179338.35,Yes
CUST00676,38,Female,Spain,577,0,42123.4,1,Yes,Yes,120186.22,Yes
CUST00677,52,Male,France,709,1,59329.09,3,Yes,No,189729.21,Yes
CUST00678,45,Male,Spain,597,6,17405.43,2,Yes,Yes,38528.9,Yes
CUST00679,45,Male,Germany,698,10,7098.39,2,Yes,No,166226.15,No
CUST00680,25,Male,Germany,648,4,144242.0,4,No,No,87354.04,Yes
CUST00681,32,Female,France,648,0,21791.46,3,No,No,155009.4,No
CUST00682,53,Female,Spain,615,6,93687.41,2,Yes,Yes,119041.72,No
CUST00683,39,Male,Germany,688,8,114858.65,2,No,No,68993.84,No
CUST00684,26,Male,Germany,517,6,114944.96,1,Yes,No,118577.6,Yes
CUST00685,26,Male,France,744,0,126946.96,3,Yes,Yes,43531.56,No
CUST00686,22,Female,France,828,8,138059.37,1,Yes,No,88884.52,Yes
CUST00687,31,Female,Germany,710,1,115855.3,1,Yes,No,182214.93,Yes
CUST00688,28,Female,Germany,728,5,113015.41,3,Yes,Yes,179065.72,No
CUST00689,38,Female,Spain,602,1,26940.08,4,No,No,155618.84,Yes
CUST00690,36,Male,Germany,752,4,91431.35,4,No,Yes,124233.92,No
CUST00691,39,Male,France,547,9,37364.71,2,Yes,Yes,89628.27,Yes
CUST00692,40,Male,Germany,504,4,60757.24,2,Yes,No,114218.93,Yes
CUST00693,47,Female,Spain,633,5,3707.29,1,Yes,No,141685.43,No
CUST00694,46,Female,Spain,727,8,4818.22,2,Yes,No,34849.37,No
CUST00695,31,Female,France,627,2,154055.2,2,Yes,Yes,192264.39,No
CUST00696,43,Male,France,643,5,58156.45,2,No,Yes,81327.26,No
CUST00697,28,Female,Germany,832,9,68267.47,1,Yes,Yes,169482.0,No
CUST00698,37,Male,Germany,756,1,127039.28,2,Yes,Yes,158991.88,No
CUST00699,40,Female,France,701,3,47962.28,1,No,No,122493.22,No
CUST00700,51,Male,France,648,5,55738.31,2,Yes,Yes,120436.01,Yes
CUST00701,56,Female,France,652,9,97025.91,1,No,No,62629.09,Yes
CUST00702,24,Female,Germany,766,10,111707.95,1,Yes,Yes,197354.71,No
CUST00703,36,Female,Germany,509,5,66631.3,4,Yes,No,83706.67,No
CUST00704,51,Male,Spain,716,1,94672.89,4,Yes,Yes,120910.31,Yes
